NCPPB ID	BioSample	NCBI strain	NCBI assemblies	PhytoBacExplorer assemblies	NCPPB_number	taxon	genus	species	sub_species	pathovar	catalogue_name	name_as_received	synonyms	organism_author	organism_type	type_strain	pathotype_strain	country_of_origin	country_of_isolation	location	location_name	host	isolated_from	isolated_by	donor	donor_institution	donor_reference	year_of_accession	year_of_isolation	pathogenic_to	pathogenicity_confirmed	literature	public_notes	other_collections	sequence_types	sequenced	sequencing_notes	url_link_ncbi	url_link_q_bank	detail_url	Basis for match
NCPPB 3895					3895	Pseudomonas syringae pv. morsprunorum					Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. morsprunorum		(Wormald 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	UK		2	NCPPB Primary Storage	Prunus avium		J.E. Sellwood A6292/3	J.E. Sellwood			1994	1994		No		Whole genome sequencing places this strain with other Race 1 Psm in the Pseudomonas amygdali clade (NCPPB May 2026) LOPAT +---+.			No				https://ncppb.fera.co.uk/furtherinfo/3895	
NCPPB 3900					3900	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No								A. Calzolari		OMP-BO 456/6				No									https://ncppb.fera.co.uk/furtherinfo/3900	
NCPPB 3901					3901	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No					Triticum durum			C. Bazzi		IPV-BO 2752/2	1994			No		Symptomatic material.							https://ncppb.fera.co.uk/furtherinfo/3901	
NCPPB 3902					3902	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No					Triticum durum seeds			C. Bazzi		IPV-BO 15/B1	1994			No									https://ncppb.fera.co.uk/furtherinfo/3902	
NCPPB 3920					3920	Erwinia sp.						Pseudomonas panacis	Pseudomonas panacis Elliot 1923	Winslow et al. 1920 emend. Hauben et al. 1999	Bacteria	No	No	China (Yunnan)				Panax sp. (ginseng)		P. G. Psallidas	X. Z. Ren (Reference number TS2)		ICMP 11809	1994			No		Fatty Acid Profile typical of Enterobacteraceae.							https://ncppb.fera.co.uk/furtherinfo/3920	
NCPPB 3921					3921	Erwinia sp.					Erwinia sp.	Pseudomonas panacis	Pseudomonas panacis Elliot 1923	Winslow et al. 1920 emend. Hauben et al. 1999	Bacteria	No	No	China (Yunnan)				Panax sp. (ginseng)		X.Z. Ren	ICMP		ICMP 11810	1994			No		Fatty Acid Profile typical of Enterobacteriaceae.			No				https://ncppb.fera.co.uk/furtherinfo/3921	
NCPPB 3922					3922	Erwinia sp.					Erwinia sp.	Pseudomonas panacis	Pseudomonas panacis Elliot 1923	Winslow et al. 1920 emend. Hauben et al. 1999	Bacteria	No	No	China (Yunnan)				Panax sp. (ginseng)		X. Z. Ren (Reference number TS5)	ICMP		ICMP 11811	1994			No		Fatty Acid Profile typical of Enterobacteriaceae.							https://ncppb.fera.co.uk/furtherinfo/3922	
NCPPB 3923					3923	Burkholderia glumae					Burkholderia glumae (Kurita and Tabei 1967) Urakami et al. 1994	Burkholderia glumae (Kurita and Tabei 1967) Urakami et al. 1994	Pseudomonas glumae Kurita and Tabei 1967	(Kurita and Tabei 1967) Urakami et al. 1994	Bacteria	No	No	Vietnam				Oryza sativa		N.V.Tuat	IMI	Nat.Inst. Pl. Prot,Vietnam	IMI 363.618	1994	1994		No					No				https://ncppb.fera.co.uk/furtherinfo/3923	
NCPPB 3924					3924	Burkholderia glumae					Burkholderia glumae (Kurita and Tabei 1967) Urakami et al. 1994	Burkholderia glumae (Kurita and Tabei 1967) Urakami et al. 1994	Pseudomonas glumae Kurita and Tabei 1967	(Kurita and Tabei 1967) Urakami et al. 1994	Bacteria	No	No	Vietnam				Oryza sativa		N.V.Tuat	IMI	Nat.Inst. Pl. Prot,Vietnam	IMI 363.619	1994	1994		No									https://ncppb.fera.co.uk/furtherinfo/3924	
NCPPB 3928					3928	Pseudomonas cichorii					Pseudomonas cichorii (Swingle 1925) Stapp 1928	Pseudomonas cichorii		(Swingle 1925) Stapp 1928	Bacteria	No	No	Brazil				Brassica chinensis		ex V.A. Malarotta Jr.	J.R Neto	ex IBSBF	IBSBF 1094	1995	1994		No					No				https://ncppb.fera.co.uk/furtherinfo/3928	
NCPPB 3929					3929	Pseudomonas cichorii					Pseudomonas cichorii (Swingle 1925) Stapp 1928	Pseudomonas cichorii		(Swingle 1925) Stapp 1928	Bacteria	No	No	Brazil				Syngonium podophyllum		ex I.M.G. Almeida	J.R Neto	ex IBSBF	IBSBF 1110	1995	1994		No									https://ncppb.fera.co.uk/furtherinfo/3929	
NCPPB 3933					3933	Pseudomonas cichorii					Pseudomonas cichorii (Swingle 1925) Stapp 1928	Pseudomonas cichorii		(Swingle 1925) Stapp 1928	Bacteria	No	No	Brazil				Helianthus cv. Sunrise		ex I.M.G. Almeida	J.R. Neto	ex IBSBF	IBSBF 1084	1995	1994		No									https://ncppb.fera.co.uk/furtherinfo/3933	
NCPPB 3938					3938	Robbsia andropogonis					Burkholderia andropogonis (Smith 1911) Gillis et al. 1995	Burkholderia andropogonis	Pseudomonas andropogonis (Smith 1911) Stapp 1928, Burkholderia adropogonis (Smith 1911) Gillis et al. 1995, Paraburkholderia andropogonis (Gillis et al. 1995) Sawana et al. 2014	Lopes-Santos et al 2017	Bacteria	No	No	Brazil				Bougainvillea sp.		J.R. Neto IBSBF 1129	J.R. Neto	ex IBSBF		1995	1994		No									https://ncppb.fera.co.uk/furtherinfo/3938	
NCPPB 3939					3939	Pseudomonas syringae pv. coriandricola					Pseudomonas syringae pv. coriandricola  Toben and Rudolph, 1996	Pseudomonas syringae pv. coriandricola		Toben and Rudolph, 1996	Bacteria	No	No	Germany				Coriandrum sativum			K. Rudolph	ex GSPB	1807	1995			No									https://ncppb.fera.co.uk/furtherinfo/3939	
NCPPB 3962					3962	Pseudomonas syringae pv. antirrhini					Pseudomonas syringae pv. antirrhini (Takimoto 1920) Young Dye & Wilkie 1978	Pseudomonas syringae pv. antirrhini		(Takimoto 1920) Young Dye & Wilkie 1978	Bacteria	No	No	UK				Antirrhinum sp.		A. Aspin CSL964028				1996	1996		No									https://ncppb.fera.co.uk/furtherinfo/3962	
NCPPB 3966					3966	Pseudomonas corrugata					Pseudomonas corrugata Roberts and Scarlett 1981 emend. Sutra et al. 1997	Pseudomonas corrugata		( ex Scarlett et al. 1978) Roberts & Scarlett 1981	Bacteria	No	No	UK (England)				Petunia (surfinia hybrid)		H.M. Stanford CSL964518 B379	H.M. Stanford			1996	1996		No					No				https://ncppb.fera.co.uk/furtherinfo/3966	
NCPPB 3967					3967	Pseudomonas syringae pv. lachrymans						Pseudomonas syringae pv. lachrymans		(Smith & Bryan 1915) Young, Dye & Wilkie 1978	Bacteria	No	No	UK				Cucurbita moschata		A. Aspin CSL971786	A. Aspin			1997	1997		No		Butternut Squash ex S Africa							https://ncppb.fera.co.uk/furtherinfo/3967	
NCPPB 3968					3968	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Colombia		2	NCPPB Primary Storage	Musa (Plantain)			J. Elphinstone	ex Sequeira	R133	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1 (Moko). RFLP 25 (Cook et al).			No				https://ncppb.fera.co.uk/furtherinfo/3968	
NCPPB 3969					3969	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Venezuela				Musa (Plantain)			J. Elphinstone	ex Kelman	R367	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1 (Moko-SFR). RFLP 28 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/3969	
NCPPB 3970					3970	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Philippines				Musa (Banana)			J. Elphinstone	ex Soguilon	R651	1997			No		Biovar 1 (Bugtok).							https://ncppb.fera.co.uk/furtherinfo/3970	
NCPPB 3971					3971	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Philippines				Musa (Banana)			J. Elphinstone	ex S. Eden-Green	R495	1997			No		Biovar 1 (Bugtok).							https://ncppb.fera.co.uk/furtherinfo/3971	
NCPPB 3973					3973	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	USA				Solanum lycopersicum			J. Elphinstone	ex Kelman	R842	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 1 (Cook et al).			No				https://ncppb.fera.co.uk/furtherinfo/3973	
NCPPB 3974					3974	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Mexico				Solanum lycopersicum			J. Elphinstone	ex Fujikovsky	R287	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 3 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3974	
NCPPB 3975					3975	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Colombia				Solanum lycopersicum			J. Elphinstone	ex Sequeria	R281	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 6 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/3975	
NCPPB 3976					3976	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Costa Rica							J. Elphinstone	ex Gonzalez	R285	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 4 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/3976	
NCPPB 3977					3977	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Costa Rica				M. perfoliatum			J. Elphinstone	ex Sequeria	R286	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 5 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3977	
NCPPB 3978					3978	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Brazil				Nicotiana tabacum			J. Elphinstone	ex Robbs	R296	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 1. RFLP 7 (Cook et al).							https://ncppb.fera.co.uk/furtherinfo/3978	
NCPPB 3980					3980	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Australia				Solanum tuberosum			J. Elphinstone	ex A.C. Hayward	R309	1997	1966		No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Bivar 2A. RFLP 26B (Cook et al)			No				https://ncppb.fera.co.uk/furtherinfo/3980	
NCPPB 3982					3982	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Chile				Solanum tuberosum			J. Elphinstone	ex Martin	R576	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 2A. RFLP 27A (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3982	
NCPPB 3985					3985	Ralstonia solanacearum						Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Peru		2	NCPPB Primary Storage	Solanum melongena			J. Elphinstone	ex Pedro Aley	R578	1997	1988		No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 2T. RFLP 31 (Cook et al). SMT reference strain (EC official method),	SMT 44, CFBP 4612, CIP312		No				https://ncppb.fera.co.uk/furtherinfo/3985	
NCPPB 3987					3987	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Brazil				Solanum tuberosum			J. Elphinstone	ex J.R. Neto	R590	1997			No		Biovar 2T.							https://ncppb.fera.co.uk/furtherinfo/3987	
NCPPB 3988					3988	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Indonesia				Solanum tuberosum			J. Elphinstone		R780	1997			No		Biovar 2T.			No				https://ncppb.fera.co.uk/furtherinfo/3988	
NCPPB 3989					3989	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Brazil				Solanum tuberosum			J. Elphinstone	ex J.R. Neto	R568	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 2T. RFLP 33 (Cook et al). SMT reference strain (EC official method),	SMT 45, CFBP 4613						https://ncppb.fera.co.uk/furtherinfo/3989	
NCPPB 3990					3990	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Peru				Solanum tuberosum			J. Elphinstone	ex Turkensteen	R361	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 2T. RFLP 29 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3990	
NCPPB 3991					3991	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Costa Rica				Solanum tuberosum			J. Elphinstone	ex Gonzalez	R295	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	RFLP 14 (Cook et al)			No				https://ncppb.fera.co.uk/furtherinfo/3991	
NCPPB 3992					3992	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Australia				Nicotiana tabacum			J. Elphinstone	ex A.C. Hayward	R278	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 3. RFLP 12 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3992	
NCPPB 3993					3993	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	Safni et al. 2014	Bacteria	No	No	Costa Rica				Capsicum hybrid			J. Elphinstone	ex Gonzalez	R284	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 3. RFLP 8 (Cook et al) Phylotype I (NCPPB 2021)							https://ncppb.fera.co.uk/furtherinfo/3993	
NCPPB 3994					3994	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Olea europaea			J. Elphinstone	ex He	R290	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 3. RFLP 11 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/3994	
NCPPB 3995					3995	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	Safni et al. 2014	Bacteria	No	No	Costa Rica				E. odoratum			J. Elphinstone	ex Sequeria	R304	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 3. RFLP 13 (Cook et al) Phylotype I (NCPPB 2021)							https://ncppb.fera.co.uk/furtherinfo/3995	
NCPPB 3996					3996	Ralstonia pseudosolanacearum						Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Peru		2	NCPPB Primary Storage	Solanum lycopersicum			J. Elphinstone			1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121	Biovar 3. RFLP 9 (Cook et al). SMT reference strain (EC official method),	SMT 46, CFBP 3928		No				https://ncppb.fera.co.uk/furtherinfo/3996	
NCPPB 3997					3997	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Australia				Solanum tuberosum			J. Elphinstone	ex A.C. Hayward	R280	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 3. RFLP 10 (Cook et al). SMT reference strain (EC official method),	SMT 47, CFBP 4614						https://ncppb.fera.co.uk/furtherinfo/3997	
NCPPB 3998					3998	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China		2	NCPPB Primary Storage	Zingiber (Ginger)			J. Elphinstone	ex He	R324	1997			No		Biovar 3.			No				https://ncppb.fera.co.uk/furtherinfo/3998	
NCPPB 4000					4000	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Thailand				Zingiber(Ginger)			J. Elphinstone	ex J. Janse	R767	1997			No		Biovar 3.							https://ncppb.fera.co.uk/furtherinfo/4000	
NCPPB 4001					4001	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Australia				Zingiber(Ginger)			J. Elphinstone	ex A.C. Hayward	R277	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 21 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/4001	
NCPPB 4002					4002	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Australia				Zingiber(Ginger)			J. Elphinstone	ex A.C. Hayward	R279	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 22 (Cook et al)							https://ncppb.fera.co.uk/furtherinfo/4002	
NCPPB 4003					4003	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	China				Zingiber(Ginger)			J. Elphinstone	ex He	R294	1997			No	Cook, D., Elizabeth, B., Sequeria, L. 1989. Mol. Plant-Microne Interact. 2: 113-121.	Biovar 4. RFLP 23 (Cook et al).			No				https://ncppb.fera.co.uk/furtherinfo/4003	
NCPPB 4004					4004	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Costa Rica				Zingiber(Ginger)			J. Elphinstone	ex Gonzalez	R354	1997			No		Biovar 4.							https://ncppb.fera.co.uk/furtherinfo/4004	
NCPPB 4005					4005	Ralstonia pseudosolanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Safni et al. 2014	Bacteria	No	No	Philippines				Zingiber(Ginger)			J. Elphinstone	ex Quimio	R470	1997			No		Biovar 4.SMT reference strain (EC official method),	SMT 49, CFBP 4616						https://ncppb.fera.co.uk/furtherinfo/4005	
